CNES;UF;IBGE;NOME;LOGRADOURO;BAIRRO
6050409;41;412770;ESFSB_SAO_FRANCISCO;RUA_AMERICO_ANGELO_SARTORI;SAO_FRANCISCO
6050565;25;250400;UBS_GRANDE_CAMPINA;RUA_ARNALDO_LOPES_FILZA;MALVINAS
6050913;29;291550;USF_DR_GENEBALDO_DE_SOUZA_SANTOS;PRACA_ALTO_DA_LIBERDADE;ALTO_DA_LIBERDADE
9133003;31;313670;CASA_DO_ALBERGADO_JOSE_DE_ALENCAR_ROGEDO;RUA_SAO_SEBASTIAO;CENTRO
5723841;35;352670;UBS_DRA_NELMA_EUFRIDA_TESSARI_FERREIRA_LEME;RUA_PALMIRO_FERREIRA_VIEIRA;JD_AMALIA
6052630;29;292530;USF_VERA_CRUZ_III;KM_40_BR_367_SENTIDO_PORTO_SEGURO_EUNAPOLIS;VERA_CRUZ
6053114;41;410830;UBS_JARDIM_JUPIRA;RUA_GONCALVES_LEDO;JARDIM_JUPIRA
6053513;26;260790;USF_VICENTE_ALBERTO_CARICIO_MALVINAS_II;RUA_CARUARU;VISTA_ALEGRE
6053521;26;260790;USF_PETRONIO_PORTELA_II;RUA_9_TRAVESSA_DR_JULIO_MARANHAO;CAJUEIRO_SECO
6053556;15;150390;UNIDADE_DE_SAUDE_DA_FAMILIA_BOM_PASTOR;TRAVESSA_PROFESSORA_MARIA_DO_CARMO_SALGADO;BOM_PASTOR
6054315;15;150080;UBS_MARIGHELLA;AV_CHICO_MENDES;AURA
6055036;31;313890;UNIDADE_PSF_JUVENCIO_ALVES_SILVA;RUA_PEDRO_DIAS_DO_NASCIMENTO;CENTRO
6055125;29;290530;UNIDADE_DE_SAUDE_DA_FAMILIA_DR_ALEXANDRE_FARIAS_DA_SILVA;RUA_JOSE_SATURNINO_DE_SANTANA;CENTRO
6056717;52;520870;USF_JARDIM_MIRABEL;RUA_BG_4;GOIA_IV
6057578;27;270500;POSTO_DE_SAUDE_MARIA_DO_SOCORRO_ELIZEU_BRANDAO;SITIO_SERRA_DO_SABONETE;ZONA_RURAL
6057594;16;160040;PM_MZG_UBS_ADAUTO_BASILIO;RUA_VEIGA_CABRAL;SAO_TIAGO
6058639;29;290300;USF_DR_CLAUDIONOR_BATISTA_DE_OLIVEIRA_SEDE;BA_148;CENTRO_SEDE
7177720;11;110026;UNIDADE_BASICA_DE_SAUDE_EMILIO_GAVIOLI;RUA_SAO_PAULO;SETOR_02
6059597;29;292975;USF_SAUBARA_I;RUA_RIO_DO_BANHO;CENTRO
6059619;29;290530;UNIDADE_DE_SAUDE_DA_FAMILIA_FRAN_ROSA_DA_SILVA_MAE_DONA;RUA_REINALDO_ALVES_DA_SILVA;DISTRITO_DE_CANAL
6060021;52;522020;UNIDADE_BASICA_DE_SAUDE_SETOR_CENTRO;RUA_03;CENTRO
6060153;33;330260;ESF_PRAIA_GRANDE;RUA_H;PRAIA_GRANDE
6060595;31;316257;UBS_DIVINO_DAS_PALMEIRAS;RUA_RIO_BAHIA;DIVINO_DAS_PALMEIRAS
6062970;29;292740;USF_ARISTIDES_PEREIRA_MALTEZ;RUA_LAURO_DE_FREITAS;SAO_CRISTOVAO
6064574;52;520380;UNIDADE_DE_SAUDE_DA_FAMILIA_301;RUA_3A;VILA_MUTIRAO_I
6065023;43;431370;ESF_V_MUTIRAO;RUA_JOSE_FIRMINO_VILAND;MUTIRAO
6065295;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_VILA_CAMPOS;RUA_G;VILA_CAMPOS
6065341;31;314330;UNIDADE_DE_SAUDE_DA_FAMILIA_JOSE_CORREA_MACHADO;RUA_DO_ATLETICO;JOSE_CORREA_MACHADO
6066577;42;421890;UNIDADE_BASICA_DE_SAUDE_ENO_VIEIRA_DE_ANDRADE;RUA_RICARDO_KRUGUER;ESQUINA
6066623;52;520110;USF_SAO_CARLOS;RUA_05;BAIRRO_BOA_VISTA
6068219;25;251080;UNIDADE_DE_SAUDE_DA_FAMILIA_DORACI_BRITO;RUA_PEDRO_CRUZ_GUEDES;MATERNIDADE
6069932;35;354770;ESF_JOANNA_SANCHES_RAMIRES;RUA_OSVALDO_CRUZ;VILA_RAMIRES
6070426;29;291750;UBS_DA_FELIX_TOMAZ;RUA_JOAO_BATISTA;FELIX_TOMAZ
6071287;26;260600;USF_COHAB_2_III;RUA_PROFESSOR_FERNANDO_SOUTO;BOA_VISTA
6072054;23;230550;UNIDADE_DE_PSF_AREIAS;RUA_F;AREIAS_PARK
2265079;43;431490;UNIDADE_DE_SAUDE_JARDIM_ITU;RUA_BISCAIA;JARDIM_ITU_SABARA
6073883;23;231140;UNIDADE_BASICA_DE_SAUDE_MARIA_NECY_LIMA;VILA_DE_BERILANDIA;BERILANDIA
6073956;29;292880;USF_AFONSO_MIRANDA_CABRAL;AV_RIO_BAHIA;CENTRO
6074928;35;353090;UNIDADE_ESTRATEGIA_DE_SAUDE_DA_FAMILIA_DE_MOMBUCA;RUA_GERALDO_PEDRO_ARCANJO;VILA_NOVA
2265087;43;431490;UNIDADE_DE_SAUDE_COSTA_E_SILVA;RUA_DANTE_ANGELO_PILA;RUBEM_BERTA
6075975;29;290930;USF_DE_SAO_MANOEL;RUA_JOSE_VIRGILIO_DE_OLIVEIRA;DISTRITO_DE_SAO_MANO
6076688;35;350410;USF_JOSE_FRANCISCO_DE_FARIA;ESTRADA_DA_CACHOEIRA;ESTANCIA_PARQUE_DE_A
6079180;15;150795;ESTRATEGIA_SAUDE_DA_FAMILIA_VILA_MACARRAO;RUA_PAU_BRASIL;MACARRAO
2265095;43;431490;UNIDADE_DE_SAUDE_PARQUE_DOS_MAIAS;RUA_FRANCISCO_GALECKI;RUBEM_BERTA
5954819;31;310940;PSF_JARDIM_BURITIS;RUA_DEZOITO;JARDIM_DOS_BURITIS
6081126;15;150490;UNIDADE_DE_SAUDE_DA_FAMILIA_NOSSA_SENHORA_DE_NAZARE;ESTRADA_PEDRO_FERREIRA;CENTRO
6081584;41;411725;UAPSF_CIDADE;RUA_OTACILIO_RODRIGUES;CENTRO
6082467;35;351500;UBS_JARDIM_NOSSA_SENHORA_DE_FATIMA;RUA_SAO_LOURENCO;JD_NAYARA
6082874;35;355410;NUCLEO_DO_PROGRAMA_DE_SAUDE_DA_FAMILIA_AGUA_QUENTE;RUA_JOSE_TEOFILO_DA_CRUZ;JARDIM_JARAGUA
632686;23;230190;CENTRO_ATENDIMENTO_ENFRENTAMENTO_COVID_19;RUA_DIVINO_SALVADOR;CENTRO
509892;50;500627;FUNERARIA_E_PAX_SAO_JUDAS_TADEU;MANOEL_JUSTINO_DE_ALMEIDA;LOT_PATRIMONIO_DO_P
6085520;29;291080;USF_DE_TANQUINHO_DE_HUMILDES;RUA_SENHOR_DO_BONFIM;HUMILDES
6087329;51;510560;UNIDADE_DE_SAUDE_DA_FAMILIA_CENTRAL;RUA_IRMA_ADELIS;CENTRO
6090001;15;150450;U_S_F_RAIMUNDO_DAS_GRACAS;CAPINAL;CENTRO
6090591;35;355030;UBS_CHACARA_SANTO_AMARO;RUA_LUIZ_CARLOS_DE_ALMEIDA;CHACARA_SANTO_AMARO
6091458;50;500320;UNIDADE_BASICA_DE_SAUDE_DR_HUMBERTO_PEREIRA;RUA_LUIZ_FEITOSA_RODRIGUES;N_S_DE_FATIMA
6092195;50;500830;ESTABELECIMENTO_PENAL_FEMININO_DE_TRES_LAGOAS;AVENIDA_ANTONIO_TRAJANO;LAPA
6092268;41;410773;CENTRO_DE_SAUDE_DA_FAMILIA;PRACA_DR_MANOEL_PEDRO_CORREA_LIMA;CENTRO
2090627;35;352020;ESF_II_CENTRO;RUA_JOSE_MENDES_DE_SOUZA;CENTRO
2090635;35;352020;ESF_I_DORIS_LANZONI;RUA_JOSE_MENDES_DE_SOUZA;CENTRO
2099721;31;315740;POLICLINICA_JOSE_GUERRA_PINTO_COELHO;RUA_CAPITAO_LUIZ_SETTE;CENTRO
6095216;21;210870;UNIDADE_DE_SAUDE_DA_FAMILIA_DO_MAXIMIANO;MAXIMIANO;ZONA_RURAL
6096131;21;210870;UNIDADE_DE_SAUDE_DA_FAMILIA_VILA_ESPERANCA;RUA_DO_CAMPO;VILA_ESPERANCA
6098495;31;316760;ESF_VARGEM_GRANDE;CORREGO_VARGEM_GRANDE;ZONA_RURAL
6099300;29;292270;USF_VALDEMAR_ANDRADE_NASCIMENTO;RUA_JESIEL_NORBERTO_DA_SILVA;CENTRO
6105106;52;522185;UNIDADE_DE_SAUDE_DA_FAMILIA_CEU_AZUL_I_B;QUADRA_118_LOTE_15;CEU_AZUL
6105610;29;291390;UNIDADE_DE_SAUDE_DA_FAMILIA_WALDOMIRO_BARRETO;RUA_DO_CONTORNO;CENTRO
6105629;29;291390;UNIDADE_DE_SAUDE_DA_FAMILIA_DONA_GINA;RUA_WALDEMAR_SAMPAIO;VALDEMAR_SAMPAIO
6106684;31;313460;JABOTICATUBAS_UBS_DUARTE_HENRIQUES_DE_FREITAS;RUA_EDUARDO_GOES;CENTRO
6113281;27;270770;USF_DIOGENES_JUCA_BERNARDES;RUA_GUIOMAR_MENDONCA_LINS;LOURENCO_DE_ALBUQUER
6041426;52;520140;UNIDADE_BASICA_DE_SAUDE_JARDIM_NOVA_OLINDA;AV_INDEPENDENCIA;JD_NOVA_OLINDA
6041434;52;520140;UNIDADE_BASICA_DE_SAUDE_RETIRO_DO_BOSQUE;RUA_DAS_PAINEIRAS_C_RUA_JACARANDAS;RETIRO_DO_BOSQUE
6113990;26;261110;UBS_JOAO_JOSE_ARAUJO;RUA_M;N_10
6114717;33;330190;UNIDADE_DE_SAUDE_DA_FAMILIA_BELARMINA_MARIA_DA_SILVA;AVENIDA_LAURINDO_GONZALEZ;RETIRO_SAO_JOAQUIM
6115659;41;410080;UAPSF_MARIA_ITALIA_PASSETI_AVANCO;PRACA_ANTONIO_DE_SOUZA_LEMOS;CENTRO
2789213;35;355030;UBS_VILA_PROGRESSO_JD_MONTE_ALEGRE;RUA_ANTONIO_GENELLE;JARDIM_MONTE_ALEGRE
6117309;23;230770;UBS_MARIA_EUZIR_PONTES_GADELHA;RUA_JOSE_DE_DUDA_PONTES;TANQUES
2794241;31;313590;CENTRO_DE_SAUDE_AGOSTINHO_ABREU;RUA_JOSE_DIAS_DE_CASTRO;CENTRO
6118143;26;260500;ESF_COHAB;RUA_SEVERINO_BALA;COHAB
2265109;43;431490;UNIDADE_DE_SAUDE_FLORESTA;RUA_CONSELHEIRO_DAVILA;JARDIM_FLORESTA
6119697;12;120040;URAP_ROZANGELA_PIMENTEL_FIGUEIRA;ESTRADA_DO_CALAFATE;CALAFATE
6120520;21;211130;CENTRO_DE_SAUDE_JANAINA;RUA_CAFETEIRA;VILA_JANAINA
6121322;23;230790;UNIDADE_BASICA_DE_SAUDE_MOURA_FE;RUA_ELPIDIO_CARNEIRO;CENTRO
6123147;31;315935;PSF_FERNANDO_VALERIO_DE_MENEZES;AVENIDA_BRASIL;CENTRO
503029;33;330455;SOU_MAIS_CARE;R_HADDOCK_LOBO;TIJUCA
6057950;31;315710;ESF_III_JOSE_MESSIAS_DA_CUNHA_PEIXOTO;RUA_JOSE_BARREIRA;NOSSA_SENHORA_DO_CAR
6125107;33;330630;UBSF_RETIRO_FABRICIO_COSTA_CURY;AV_ANTONIO_DE_ALMEIDA;RETIRO
6125786;23;230655;UNIDADE_BASICA_DE_SAUDE_DE_GARGOE;AVENIDA_MANOEL_SALES;GARGOE
6125921;26;260720;USF_12_CAMELA_CENTRO;RUA_MARIA_DAS_DORES_DEMELO;CAMELA
6125980;26;260720;USF_13_SANTA_ROSA;VILA_ENGENHO_SANTA_ROSA;ENGENHO_SANTA_ROSA
6127843;52;520740;CENTRO_DE_SAUDE_FRANCISCO_FAGUNDES_DE_FREITAS;RUA_5_ESQ_C_RUA_4;ALTO_DA_BOA_VISTA
6128106;42;421130;UNIMED_LITORAL;RUA_SANTOS_DUMONT;CENTRO
6128602;23;230075;UNIDADE_BASICA_DE_SAUDE_MOSQUITO;DISTRITO_DE_MOSQUITO;MOSQUITO
6128610;23;230075;UNIDADE_BASICA_DE_SAUDE_ARACATIARA;DISTRITO_DE_ARACATIARA;ARACATIARA
6128947;31;312090;UNIDADE_BASICA_DE_SAUDE_IPIRANGA_DE_CURVELO;AVENIDA_LEONARDO_DA_VINCI;PONTE_NOVA
6128963;31;312090;UNIDADE_BASICA_DE_SAUDE_SANTA_FILOMENA;AVENIDA_SUZANA_PINTO_CANABRAVA;SANTA_FILOMENA
6129013;31;312090;UNIDADE_BASICA_DE_SAUDE_BELA_VISTA;RUA_PADRE_PAULO_RUTTEN;BELA_VISTA
6130860;29;292530;USF_PARQUE_ECOLOGICO_II;RUA_DR_GALVAO;PARQUE_ECOLOGICO_JOA
6130887;15;150275;ESF_MENINO_JESUS;AV_PRESIDENTE_VARGAS;MENINO_JESUS
6130917;43;431490;UNIDADE_DE_SAUDE_NOSSA_SENHORA_DE_BELEM;RUA_JOAO_DO_COUTO;BELEM_VELHO
6131697;26;260750;UNIDADE_DE_SAUDE_DA_FAMILIA_MANOEL_CANDIDO_DE_OLIVEIRA;POVOADO_DE_LAGOA_COMPRIDA;RURAL
6131700;26;260750;UNIDADE_DE_SAUDE_DA_FAMILIA_JOSE_APOLINARIO;POVOADO_DE_CARAIBAS;RURAL
6131719;26;260750;UNIDADE_DE_SAUDE_DA_FAMILIA_ANTONIO_BEZERRA_DA_ROCHA;POVOADO_DE_FURNAS;RURAL
6132278;21;211250;UBSF_DE_COMUM;RODOVIA_MA_034;COMUM
6078036;29;290880;USF_JAIRO_SILVA;RUA_ULISSES_GUIMARAES;CENTRO
6132901;43;430510;UBS_CENTENARIO;RUA_SATURNINO_PEREIRA;CENTENARIO
6132863;27;270120;UNIDADE_DE_SAUDE_DA_FAMILIA_GENESIO_TEODORO_DE_MENEZES;OLIVEIROS_BATALHA;COHAB_NOVA
6132871;11;110143;UNIDADE_BASICA_DE_SAUDE_MARIA_LUIZA;RUA_DOM_PEDRO_I;SETOR_I
6133428;24;241150;UBS_DA_FAMILIA_IV;RUA_ANA_DE_PONTES;CENTRO
6133452;26;261430;PSF_JOSE_CICERO_DE_MELO;SERRA_DOS_COXOS;RURAL
2265125;43;431490;UNIDADE_DE_SAUDE_JARDIM_LEOPOLDINA;RUA_ORLANDO_AITA;PROTASIO_ALVES
6134823;29;291970;UNIDADE_DE_SAUDE_DA_FAMILIA_LANDULFO_FERNANDES_DE_SOUSA;RUA_RUI_BARBOSA;CENTRO
6135498;29;291800;USF_DR_JOAO_CARICCHIO_FILHO;RUA_8;AMARALINA
6135978;35;355030;AMA_PRES_JUSCELINO_KUBITSCHEK;AV_UTARO_KANAI;COHAB_JUSCELINO
6136184;21;211107;UNIDADE_DE_SAUDE_DA_FAMILIA_SANTA_MARIA;POVOADO_SANTA_MARIA;ZONA_RURAL
6136192;21;211107;UNIDADE_DE_SAUDE_DA_FAMILIA_CANDEIAS;POVOADO_CANDEIAS;ZONA_RURAL
6138357;29;291110;UNIDADE_DE_SAUDE_DA_FAMILIA_DO_BAIRRO_NOVO_HORIZONTE;AV_POMPILO_MENDES;SANTA_HELENA_ZONA
6138772;29;292740;COLONIA_LAFAYETE_COUTINHO;RUA_A_CONJUNTO_CASTELO_BRANCO;CASTELO_BRANCO
6139280;24;241440;UBS_DA_BAIXA_DO_QUINQUIM;RUA_PRINCIPAL;DISTRO_DA_BAIXA
6139469;11;110060;UNIDADE_BASICA_DE_SAUDE_ZONA_URBANA;RUA_JOAO_BOAVA;SETOR_01
9381449;33;330245;ESTRATEGIA_DE_SAUDE_DA_FAMILIA_DA_BARREIRA_ELISA_FIGUEIRA;RUA_HENRIQUE_PEDRO_COUBE;BARREIRA
6140815;43;431490;UNIDADE_DE_SAUDE_ILHA_DO_PAVAO;RUA_A;ILHA_DO_PAVAO
6142648;21;211070;UNIDADE_BASICA_DE_SAUDE_DO_PAUL;POVOADO_PAUL;POVOADO
4021037;28;280680;UNIDADE_DE_SAUDE_MARIA_MADALENA_DE_JESUS;POVOADO_MANGABEIRA;AREA_RURAL
6143342;29;292690;UNIDADE_DE_SAUDE_DA_FAMILIA_DA_PLACA;POVOADO_DE_PLACA;ZONA_RURAL
2815354;25;250800;ESF_IV_MARIA_QUITERIA;SITIO_CATOLE;SITIO
6145140;31;316860;PSF_RIO_PRETINHO;PRACA_JOAO_FRANCISCO_DE_PAULA;RIO_PRETINHO
6145264;23;230450;CENTRO_DE_SAUDE_DA_FAMILIA_DE_VAZANTE;VAZANTE;VAZANTE
6145337;35;352390;UBS_15_POTIGUARA_ITU;RUA_ARMENIA;POTIGUARA
6146414;21;210207;UBS_JOAQUIM_INACIO_BEZERRA_OLHO_DAGUA_DOS_MIRANDAS;OLHO_DAGUA_DOS_MIRANDAS;POVOADO
6147038;25;251370;UNIDADE_DE_PSF_BARAO_DO_ABIAY;RUA_ANESIO_ALVES_DE_MIRANDA;VARZEA_NOVA
6148344;35;355030;AMA_JARDIM_PERI;AVENIDA_PERI_RONCHETTI;JD_PERI
2125765;31;315460;RIBEIRAO_DAS_NEVES_PENITENCIARIA_JOSE_MARIA_ALKIMIN;PRACA_ESMERALDAS;CENTRO
6148972;31;314300;ESF_CANDIDO_BERNARDES;RUA_HORTENICA_BONELI_DE_ALMEIDA;JARDIM_HORTENCIA
287601;15;150613;UNIDADE_DE_SAUDE_PIONEIRO_ZE_BALBINO;AVENIDA_MONTE_ALEGRE;JARDIM_AMERICA
6153100;31;313180;PSF_SAO_SEBASTIAO_DO_ITABIRA;RUA_PRICIPAL;SAO_SEBASTIAO_DO_ITA
6153836;32;320240;PROGRAMA_MUNICIPAL_DE_CONTROLE_DO_TABAGISMO;PRACA_PHILOMENO_RIBEIRO;MUQUICABA
6155650;29;292500;USF_MORADA_DO_PLANALTO;RUA_ALOISIO_LACERDA;MORADA_DO_PLANALTO
6155707;31;315190;ESF_CACHOEIRAO;CORREGO_CACHOEIRAO;ZONA_RURAL
6787525;43;430520;ESF_03_EXPOCEL;JACO_REINALDO_HAUPENTALL;EXPOCEL
6156517;41;410650;POSTO_DE_SAUDE_JARDIM_MARIA_DA_LUZ;RUA_JAIME_CANET_JUNIOR;JARDIM_MARIA_DA_LUZ
6156576;41;412240;POSTO_DE_SAUDE_SANTIAGO;RUA_ALICE_ROCHA;JD_SANTIAGO
6156959;35;355030;AMA_JD_PERI_PERI;RUA_JOAO_GUERRA;JD_PERI_PERI
6157270;51;510330;UNIDADE_DE_SAUDE_FAMILIAR_PSF_NOVA_VACARIA;RUA_JOSE_RODRIGUES;NOVA_VACARIA
2622866;42;421800;UNIDADE_DE_SAUDE_DONA_CALINA;RUA_LAURO_MULLER;PRACA
6158323;50;500830;ESTABELECIMENTO_PENAL_MASCULINO_DE_TRES_LAGOAS;RODOVIA_MS_395_KM_02;VILA_MARIA
6158420;25;250430;VIGILANCIA_SANITARIA;RUA_EVALDO_BARRETO;CENTRO
6159095;29;291955;ESF_OSWALDO_CRUZ;RUA_ITABUNA;SANTA_CRUZ
6165699;35;350850;PSF_VILA_PARAISO;RUA_JOSE_MONTEIRO_DA_SILVA;VILA_PARAISO
6161235;26;260880;USF_SANTA_LUZIA;SITIO_SANTA_LUZIA;SANTA_LUZIA
2622890;42;421800;CENTRO_DE_ESPECIALIDADES_ORLANDO_BARRETO;AVENIDA_HERCILIO_LUZ;CENTRO
6161731;25;251392;ESF_IVAN_OLIMPIO_SEGUNDO;RUA_MANOEL_FRANCISCO_PEREIRA;CENTRO
6162290;26;261430;ESF_PEDRO_TAVEIRA_DOS_SANTOS;SITIO_DE_BAIXO;CENTRO
7349815;23;230340;UBS_MAYARA_CHAVES_MARTINS;RUA_JOSE_BARROSO;BOA_VISTA
9470891;21;210100;UNIDADE_BASICA_DE_SAUDE_JOAO_GREGORIO_DE_OLIVEIRA_PIRES;RUA_JOSE_AURELIANO_DO_VALE;CENTRO
288837;41;411150;CENTRO_DE_TRIAGEM_COVID19;AVENIDA_SOUZA_NAVES;CENTRO
6165516;35;355030;UBS_VILA_CAMPESTRE;R_ARTHUR_NUNES_SILVA;VILA_CAMPESTRE
6165680;35;350850;PSF_VILA_SANTOS;AVENIDA_FRANCISCO_ALVES_MOREIRA;VILA_SANTOS
6165796;29;293170;UNIDADE_DE_SAUDE_DA_FAMILIA_DO_JACU;RUA_BELINA_AMPARO;JACU
6166717;33;330205;ESF_ESTRATEGIA_SAUDE_DA_FAMILIA_ORLANDO_MADUREIRA;RUA_CORONEL_LUIS_SALLES;MORRO_GRANDE
6166806;23;230945;UBASF_DO_CROATA;CROATA;CROATA
6166822;23;230945;UBASF_DE_JUREMA;JUREMA_DOS_VIEIRAS;JUREMA_DOS_VIEIRAS
2149354;31;312880;UNIDADE_BASICA_DO_PSF_PEDRA_BRANCA;RUA_JOSE_GONCALVES_DOS_SANTOS_NETO;PEDRA_BRANCA
6167349;23;230075;UNIDADE_BASICA_DE_SAUDE_BUENOS_AIRES;RUA_FRANCISCO_CARLOS_DE_OLIVEIRA;SEDE_BUENOS_AIRES
6167381;29;292930;USF_ARTHUR_BRANDAO;RUA_GERVASIO_DOS_SANTOS;GRAVATA
6168744;23;230310;CENTRO_DE_SAUDE_DA_FAMILIA_DE_JURE;COMUNIDADE_DE_JURE;ZONA_RURAL
6170137;31;311920;PSF_SEBASTIAO_ANDRADE;RUA_JOSE_ANTONIO_MONTEIRO;CENTRO
6170625;27;270290;UNIDADE_DE_SAUDE_DA_FAMILIA_QUEBRADENTE;POVOADO_QUEBRADENTE;ZONA_RURAL
6170633;27;270290;UNIDADE_DE_SAUDE_DA_FAMILIA_SETE_CASAS;ASSENTAMENTO_SETE_CASAS;ZONA_RURAL
6170641;27;270290;UNIDADE_DE_SAUDE_DA_FAMILIA_ALECRIM;SITIO_ALECRIM;ZONA_RURAL
6170668;27;270290;UNIDADE_DE_SAUDE_DA_FAMILIA_PARANA;ASSENTAMENTO_PARANA;ZONA_RURAL
6170676;27;270290;UNIDADE_DE_SAUDE_DA_FAMILIA_URBANO_II;RUA_VEREADOR_JO_SE_JAILTON_DA_COSTA_GAMA;SAO_TARCISIO
6170684;27;270290;UNIDADE_DE_SAUDE_DA_FAMILIA_URBANO_III;RUA_DO_SOL;CENTRO
6176518;15;150320;UNIDADE_DE_SAUDE_DA_FAMILIA_DE_SANTO_ANTONIO_DO_PRATA;RUA_FRANCISCO_ARAUJO;ZONA_RURAL
6176968;41;410760;UBS_ARILDA_DAS_GRACAS_DE_ALMEIDA_ABRAAO;RUA_DOIS;VILA_NOVA
6177298;52;521130;ESF_IVANI_CANDIDO;AVENIDA_7_DE_SETEMBRO;CENTRO
6177417;23;231395;UNIDADE_BASICA_DE_SAUDE_DA_PEDREIRA;RUA_31_DE_MARCO;PEDREIRA
6177735;43;430468;UBS_CENTRAL;AVENIDA_CORONEL_ORESTES_LUCAS;VILA_NOVA
6178677;21;210140;U_S_F_BAIRRO_JARDIM_PRIMAVERA;RUA_24;JARDIM_PRIMAVERA
6178774;50;500630;UNIDADE_DE_SAUDE_DO_SISTEMA_PRISIONAL;AV_QUEDU_LEAL;RURAL
6178987;21;210340;UNIDADE_BASICA_DE_SAUDE_ANTONIO_NONATO_SAMPAIO;RUA_DO_ANIL;ANIL
6178995;21;210340;UNIDADE_BASICA_DE_SAUDE_SANTO_ANTONIO;RUA_DA_DEMOCRACIA;MARLY_SARNEY
6179002;21;210340;UNIDADE_BASICA_DE_SAUDE_DANIEL_GUANABARA;RUA_DAS_VIRTUDES;SANTANA
6179045;35;355080;ESF_CENTRAL_SSGRAMA;RUA_NOVE_DE_JULHO;CENTRO
6180566;31;316443;UBS_ELZA_RAMOS_DE_SOUZA;RUA_ADAO_PINTO_DE_OLIVEIRA;CENTRO
6181295;28;280490;UNIDADE_BASICA_DE_SAUDE_DE_FAZENDA_NOVA;POVOADO_FAZENDA_NOVA;POVOADO_FAZENDA_NOVA
6181341;22;221120;UNIDADE_BASICA_DE_SAUDE_OZIEL_SIMPLICIO_DE_MENDONCA;RUA_DO_COLEGIO;AREIA
6181619;26;260610;PACS_GLORIA_DO_GOITA;AV_SANTA_CRUZ;CENTRO
6181902;23;230670;UBSF_MARIA_DO_SOCORRO_ALMEIDA;R_JOAO_MAIA_PEIXOTO;PE_SEBASTIAO_MARLEN
6182518;26;261050;USF_VARJADA;SITIO_VARJADA_DE_CIMA;ZONA_RURAL
6183085;41;410765;UNIDADE_DE_SAUDE_NACOES;RUA_EGITO;NACOES
6183700;35;350590;ESF_III_ESTRATEGIA_DE_SAUDE_DA_FAMILIA_DE_BATATAIS;PCA_SANTA_LUZIA;VILA_SANTA_LUZIA
6185347;41;412862;UNIDADE_DE_ATENCAO_PRIMARIA_SAUDE_DA_FAMILIA;AV_AUGUSTO_JOSE_DE_SOUZA;CENTRO
6185754;25;251690;UNIDADE_DE_SAUDE_DA_FAMILIA_I_DR_RAIMUNDO_BARBOSA_OLIVEIRA;RUA_SILVESTRE_CLAUDINO;NOSSA_SENHORA_DE_LOU
6187587;29;290490;USF_IZIDRO_LOBO;PITANGA;CENTRO
6187838;24;241250;CENTRO_DE_SAUDE_JACO;SITIO_JACO;ZONA_RURAL
6189172;33;330240;ESF_VIRGEM_SANTA;RUA_PRINCIPAL;VIRGEM_SANTA
6189954;33;330240;ESF_AJUDA_DE_CIMA;RUA_FLAVIO_BATISTA;AJUDA_DE_CIMA
2094150;35;350100;ESF_CENTRAL_DR_EDSON_DUTRA_BARROSO;RUA_CAMPOS_SALES;CENTRO
6190332;35;351890;UBS_CIRCA_FERREIRA_SOARES_MATTOS;RUA_MANOEL_CANDIDO_DA_SILVA;CENTRO
6190596;21;210030;U_B_S_VILA_COSTA_PINTO;VILA_RITA_REIS;VILA_RITA_REIS
6191118;26;260010;ESTRATEGIA_DE_SAUDE_DA_FAMILIA_DO_POVOADO_DE_QUEIMADA_GRANDE;SITIO_QUEIMADA_GRANDE;ZONA_RURAL
2154021;31;310830;CENTRO_SAUDE_BENEDITO_COBRA_NETO_BORDA_DA_MATA;AV_LAURO_MEGALE;SANTO_ANTONIO
6192084;12;120017;UNIDADE_DE_SAUDE_DA_FAMILIA_RAIMUNDO_RODRIGUES_LUSTOSA;RAMAL_DO_SILVEIRA;ALCOBRAS
6192831;21;210790;UNIDADE_BASICA_DE_SAUDE_AEROPORTO;AEROPORTO;AEROPORTO
6192890;21;210790;UNIDADE_BASICA_DE_SAUDE_MUTIRAO;MUTIRAO;MUTIRAO
6194656;33;330610;UBS_QUIRINO;ESTRADA_VALENCA_BARAO_DE_JUPARANA;QUIRINO
6194850;26;260330;PSF_ANTONIO_MACENA_DE_LIMA;RUA_VEREADOR_JOAO_MIGUEL;CENTRO
6195008;35;355030;UBS_JARDIM_MACEDONIA;RUA_SORIANO_DE_ALBUQUERQUE;JARDIM_MACEDONIA
6196411;29;291077;UNIDADE_DE_SAUDE_DA_FAMILIA_DE_VARZEA_DA_CRUZ;FAZ_VARZEA_DA_CRUZ;ZONA_RURAL
6197337;23;230830;POSTO_DE_SAUDE_DE_CARNAUBA;SITIO_CARNAUBA;ZONA_RURAL
6197345;23;230830;POSTO_DE_SAUDE_DA_AGUA_VERMELHA;SITIO_AGUA_VERMELHA;ZONA_RURAL
6197698;23;230530;UNIDADE_BASICA_DE_SAUDE_DE_SAO_JOAO;SERRA_VILLE;SERRA_VILLE
6198171;31;315780;UNIDADE_DE_SAUDE_BOM_JESUS;RUA_FRANCISCO_JERONIMO_DA_SILVA;BOM_JESUS
6198201;31;315780;UNIDADE_DE_SAUDE_JABAQUARA;RUA_MIRACAJU;SAO_BENEDITO
